word,hiragana,romaji,pos,category,domain,source
妥当,だとう,dato,ナ形容詞,,,juman
脱衣,だつい,datsui,サ変名詞,抽象物,家庭・暮らし,juman
脱輪,だつりん,datsurin,サ変名詞,抽象物,交通,juman
出刃,でば,deba,普通名詞,人工物-その他,料理・食事,juman
出だし,でだし,dedashi,普通名詞,抽象物,,juman
出船,でふね,defune,普通名詞,抽象物,交通,juman
出掛け,でがけ,degake,普通名詞,時間,,juman
出涸らし,でがらし,degarashi,普通名詞,抽象物,料理・食事,juman
出口,でぐち,deguchi,普通名詞,場所-施設部位,,juman
泥岩,でいがん,deigan,普通名詞,自然物,,juman
出入り,でいり,deiri,サ変名詞,抽象物,,juman
出入り口,でいりぐち,deiriguchi,普通名詞,場所-施設部位,,juman
泥水,でいすい,deisui,普通名詞,自然物,,juman
でか,でか,deka,普通名詞,人,政治,juman
でかい,でかい,dekai,イ形容詞,,,juman
出稼ぎ,でかせぎ,dekasegi,サ変名詞,抽象物,家庭・暮らし,juman
出来合い,できあい,dekiai,普通名詞,抽象物,,juman
出来栄え,できばえ,dekibae,普通名詞,抽象物,,juman
出来物,できもの,dekimono,普通名詞,動物-部位,健康・医学,juman
凸凹,でこぼこ,dekoboko,ナ形容詞,,,juman
木偶の坊,でくのぼう,dekunobo,普通名詞,人,,juman
出窓,でまど,demado,普通名詞,場所-施設部位,家庭・暮らし,juman
出前,でまえ,demae,サ変名詞,抽象物,家庭・暮らし,juman
出任せ,でまかせ,demakase,ナ形容詞,,,juman
出店,でみせ,demise,普通名詞,場所-施設,ビジネス,juman
出物,でもの,demono,普通名詞,人工物-その他,,juman
電池,でんち,denchi,普通名詞,人工物-その他,家庭・暮らし,juman
電柱,でんちゅう,denchu,普通名詞,人工物-その他,,juman
殿堂,でんどう,dendo,普通名詞,場所-施設,,juman
田園,でんえん,denen,普通名詞,場所-その他,,juman
田楽,でんがく,dengaku,普通名詞,人工物-食べ物;抽象物,文化・芸術;料理・食事,juman
電源,でんげん,dengen,普通名詞,人工物-その他,,juman
電磁石,でんじしゃく,denjishaku,普通名詞,人工物-その他,科学・技術,juman
殿下,でんか,denka,普通名詞,人,政治,juman
電器,でんき,denki,普通名詞,人工物-その他,,juman
電光石火,でんこうせっか,denkosekka,普通名詞,時間,,juman
電極,でんきょく,denkyoku,普通名詞,人工物-その他,科学・技術,juman
電球,でんきゅう,denkyu,普通名詞,人工物-その他,家庭・暮らし,juman
電報,でんぽう,denpo,普通名詞,人工物-その他;抽象物,,juman
澱粉,でんぷん,denpun,普通名詞,自然物,料理・食事,juman
伝票,でんぴょう,denpyo,普通名詞,人工物-その他,ビジネス,juman
電炉,でんろ,denro,普通名詞,場所-施設,科学・技術,juman
電線,でんせん,densen,普通名詞,人工物-その他,,juman
伝説,でんせつ,densetsu,普通名詞,抽象物,,manual
電車,でんしゃ,densha,普通名詞,人工物-乗り物,交通,juman
電車道,でんしゃみち,denshamichi,普通名詞,場所-その他,交通,juman
電子,でんし,denshi,普通名詞,自然物,科学・技術,juman
伝書鳩,でんしょばと,denshobato,普通名詞,動物,,juman
電飾,でんしょく,denshoku,普通名詞,人工物-その他,,juman
電卓,でんたく,dentaku,普通名詞,人工物-その他,家庭・暮らし;ビジネス,juman
電鉄,でんてつ,dentetsu,普通名詞,人工物-乗り物,交通,juman
電灯,でんとう,dento,普通名詞,人工物-その他,家庭・暮らし,juman
電話,でんわ,denwa,サ変名詞,人工物-その他,家庭・暮らし,juman
出る,でる,deru,動詞,,,juman
出盛り,でさかり,desakari,普通名詞,時間,料理・食事,juman
出先,でさき,desaki,普通名詞,場所-その他,交通,juman
でしゃばる,でしゃばる,deshabaru,動詞,,,juman
弟子,でし,deshi,普通名詞,人,文化・芸術,juman
弟子入り,でしいり,deshiiri,サ変名詞,抽象物,文化・芸術,juman
でたらめ,でたらめ,detarame,ナ形容詞,,,juman
出初め式,でぞめしき,dezomeshiki,普通名詞,抽象物,,juman
出ずっぱり,でずっぱり,dezuppari,普通名詞,抽象物,,juman
胴上げ,どうあげ,doage,サ変名詞,抽象物,スポーツ,juman
度合い,どあい,doai,普通名詞,抽象物,,juman
銅板,どうばん,doban,普通名詞,人工物-その他,科学・技術,juman
銅版画,どうばんが,dobanga,普通名詞,抽象物,文化・芸術,juman
土瓶,どびん,dobin,普通名詞,人工物-その他,料理・食事,juman
動物,どうぶつ,dobutsu,普通名詞,動物,,juman
土着,どちゃく,dochaku,サ変名詞,抽象物,家庭・暮らし,juman
どちら,どちら,dochira,普通名詞,場所-機能,,juman
道庁,どうちょう,docho,普通名詞,組織・団体;場所-施設,政治,juman
道中,どうちゅう,dochu,時相名詞,時間,,juman
土台,どだい,dodai,普通名詞,人工物-その他;抽象物,,juman
堂々巡り,どうどうめぐり,dodomeguri,サ変名詞,抽象物,,juman
どえらい,どえらい,doerai,イ形容詞,,,juman
道府県,どうふけん,dofuken,普通名詞,場所-その他,政治,juman
動画,どうが,doga,普通名詞,抽象物,文化・芸術,juman
童顔,どうがん,dogan,普通名詞,動物-部位,,juman
度肝,どぎも,dogimo,普通名詞,動物-部位,,juman
どぎつい,どぎつい,dogitsui,イ形容詞,,,juman
道具,どうぐ,dogu,普通名詞,人工物-その他,,juman
道具立て,どうぐだて,dogudate,サ変名詞,抽象物,,juman
同輩,どうはい,dohai,普通名詞,人,,juman
同胞,どうほう,doho,普通名詞,人,家庭・暮らし;政治,juman
道標,どうひょう,dohyo,普通名詞,人工物-その他,交通,juman
土俵際,どひょうぎわ,dohyogiwa,普通名詞,場所-その他,スポーツ,juman
胴衣,どうい,doi,普通名詞,人工物-衣類,家庭・暮らし,juman
同一,どういつ,doitsu,ナ形容詞,,,juman
同時,どうじ,doji,普通名詞,時間,,juman
同人,どうじん,dojin,普通名詞,組織・団体,,juman
同日,どうじつ,dojitsu,時相名詞,時間,,juman
土壌,どじょう,dojo,普通名詞,自然物,,juman
銅貨,どうか,doka,普通名詞,人工物-金銭,,juman
土管,どかん,dokan,普通名詞,人工物-その他,,juman
導火線,どうかせん,dokasen,普通名詞,人工物-その他,,juman
道化,どうけ,doke,普通名詞,人;抽象物,文化・芸術,juman
道警,どうけい,dokei,普通名詞,組織・団体,政治,juman
銅剣,どうけん,doken,普通名詞,人工物-その他,政治,juman
どける,どける,dokeru,動詞,,,juman
土器,どき,doki,普通名詞,人工物-その他,,juman
読解,どっかい,dokkai,サ変名詞,抽象物,教育・学習,juman
独居,どっきょ,dokkyo,サ変名詞,抽象物,家庭・暮らし,juman
瞳孔,どうこう,doko,普通名詞,動物-部位,健康・医学,juman
道交法,どうこうほう,dokoho,普通名詞,抽象物,交通;政治,juman
ど根性,どこんじょう,dokonjo,普通名詞,抽象物,,juman
どく,どく,doku,動詞,,,juman
独文,どくぶん,dokubun,普通名詞,抽象物,文化・芸術;教育・学習,juman
どくだみ,どくだみ,dokudami,普通名詞,植物,料理・食事,juman
独壇場,どくだんじょう,dokudanjo,普通名詞,場所-その他,,juman
独学,どくがく,dokugaku,サ変名詞,抽象物,教育・学習,juman
読後,どくご,dokugo,普通名詞,時間,,juman
独自,どくじ,dokuji,ナ形容詞,,,juman
読者,どくしゃ,dokusha,普通名詞,人,文化・芸術;メディア,juman
独身,どくしん,dokushin,普通名詞,抽象物,家庭・暮らし,juman
読書,どくしょ,dokusho,サ変名詞,抽象物,文化・芸術,juman
独習,どくしゅう,dokushu,サ変名詞,抽象物,教育・学習,juman
独奏,どくそう,dokuso,サ変名詞,抽象物,文化・芸術,juman
独特,どくとく,dokutoku,ナ形容詞,,,juman
洞窟,どうくつ,dokutsu,普通名詞,場所-自然,,juman
道教,どうきょう,dokyo,普通名詞,抽象物,文化・芸術,juman
土間,どま,doma,普通名詞,場所-施設部位,,juman
ど真ん中,どまんなか,domannaka,普通名詞,場所-機能,,juman
獰猛,どうもう,domo,ナ形容詞,,,juman
動脈,どうみゃく,domyaku,普通名詞,動物-部位,健康・医学,juman
動脈瘤,どうみゃくりゅう,domyakuryu,普通名詞,動物-部位,健康・医学,juman
どなた,どなた,donata,普通名詞,人,,juman
丼,どんぶり,donburi,普通名詞,人工物-その他,料理・食事,juman
どんでん返し,どんでんがえし,dondengaeshi,サ変名詞,抽象物,,juman
どんぐり,どんぐり,donguri,普通名詞,植物-部位,,juman
鈍重,どんじゅう,donju,ナ形容詞,,,juman
鈍角,どんかく,donkaku,普通名詞,場所-その他,,juman
鈍感,どんかん,donkan,ナ形容詞,,,juman
鈍行,どんこう,donko,普通名詞,人工物-乗り物,交通,juman
どんな,どんな,donna,ナ形容詞,,,juman
土嚢,どのう,dono,普通名詞,人工物-その他,,juman
どんぴしゃり,どんぴしゃり,donpishari,ナ形容詞,,,juman
貪欲,どんよく,donyoku,ナ形容詞,,,juman
どん底,どんぞこ,donzoko,普通名詞,場所-機能,,juman
同列,どうれつ,doretsu,サ変名詞,場所-その他,,juman
動輪,どうりん,dorin,普通名詞,人工物-その他,交通,juman
泥,どろ,doro,普通名詞,自然物,,juman
泥塗れ,どろまみれ,doromamire,ナ形容詞,,,juman
泥海,どろうみ,doromi,普通名詞,場所-その他,,juman
泥沼,どろぬま,doronuma,普通名詞,場所-自然,,juman
同僚,どうりょう,doryo,普通名詞,人,ビジネス,juman
度量衡,どりょうこう,doryoko,普通名詞,人工物-その他;数量,,juman
努力,どりょく,doryoku,サ変名詞,抽象物,,manual
動産,どうさん,dosan,普通名詞,人工物-金銭,ビジネス,juman
土星,どせい,dosei,普通名詞,自然物,,juman
導線,どうせん,dosen,普通名詞,人工物-その他,科学・技術,juman
土砂,どしゃ,dosha,普通名詞,自然物,,juman
土砂降り,どしゃぶり,doshaburi,普通名詞,抽象物,,juman
同志,どうし,doshi,普通名詞,人,,juman
同室,どうしつ,doshitsu,サ変名詞,場所-施設,,juman
動植物,どうしょくぶつ,doshokubutsu,普通名詞,動物;植物,,juman
同窓,どうそう,doso,普通名詞,抽象物,教育・学習,juman
土足,どそく,dosoku,普通名詞,動物-部位,,juman
どす黒い,どすぐろい,dosuguroi,イ形容詞,,,juman
導体,どうたい,dotai,普通名詞,自然物,科学・技術,juman
銅鐸,どうたく,dotaku,普通名詞,人工物-その他,文化・芸術,juman
土手,どて,dote,普通名詞,場所-自然,,juman
どてら,どてら,dotera,普通名詞,人工物-衣類,,juman
同等,どうとう,doto,ナ形容詞,,,juman
道徳,どうとく,dotoku,普通名詞,抽象物,家庭・暮らし;教育・学習,juman
ど突く,どつく,dotsuku,動詞,,,juman
童話,どうわ,dowa,普通名詞,抽象物,文化・芸術,juman
度忘れ,どわすれ,dowasure,サ変名詞,抽象物,,juman
土曜,どよう,doyo,時相名詞,時間,,juman
土曜日,どようび,doyobi,時相名詞,時間,,juman
どよめく,どよめく,doyomeku,動詞,,,juman
銅山,どうざん,dozan,普通名詞,場所-自然,,juman
同然,どうぜん,dozen,ナ形容詞,,,juman
土蔵,どぞう,dozo,普通名詞,場所-施設,,juman
同族,どうぞく,dozoku,普通名詞,抽象物,家庭・暮らし;ビジネス,juman
胴突き,どうづき,dozuki,普通名詞,抽象物,,juman
海老,えび,ebi,普通名詞,動物;人工物-食べ物,料理・食事,juman
えびせん,えびせん,ebisen,普通名詞,人工物-食べ物,料理・食事,juman
烏帽子,えぼし,eboshi,普通名詞,人工物-衣類,,juman
枝,えだ,eda,普通名詞,植物-部位,,juman
枝葉,えだは,edaha,普通名詞,植物-部位,,juman
枝豆,えだまめ,edamame,普通名詞,植物;人工物-食べ物,料理・食事,juman
枝打ち,えだうち,edauchi,サ変名詞,抽象物,,juman
枝分かれ,えだわかれ,edawakare,サ変名詞,抽象物,,juman
江戸っ子,えどっこ,edokko,普通名詞,人,,juman
江戸前,えどまえ,edomae,普通名詞,抽象物,料理・食事,juman
絵筆,えふで,efude,普通名詞,人工物-その他,文化・芸術;教育・学習,juman
描く,えがく,egaku,動詞,,文化・芸術,juman
笑顔,えがお,egao,普通名詞,動物-部位,,juman
絵柄,えがら,egara,普通名詞,形・模様,,juman
抉る,えぐる,eguru,動詞,,,juman
絵本,えほん,ehon,普通名詞,人工物-その他;抽象物,文化・芸術;教育・学習,juman
鋭敏,えいびん,eibin,ナ形容詞,,,juman
永遠,えいえん,eien,ナ形容詞,,,juman
映画,えいが,eiga,普通名詞,抽象物,文化・芸術,juman
英語,えいご,eigo,普通名詞,抽象物,教育・学習,juman
泳法,えいほう,eiho,普通名詞,抽象物,スポーツ,juman
永住,えいじゅう,eiju,サ変名詞,抽象物,家庭・暮らし,juman
英会話,えいかいわ,eikaiwa,普通名詞,抽象物,教育・学習;ビジネス,juman
鋭角,えいかく,eikaku,普通名詞,場所-その他,,juman
栄冠,えいかん,eikan,普通名詞,抽象物,スポーツ,juman
永久,えいきゅう,eikyu,普通名詞,時間,,juman
永久歯,えいきゅうし,eikyushi,普通名詞,動物-部位,,juman
永眠,えいみん,eimin,サ変名詞,抽象物,健康・医学;家庭・暮らし,juman
英霊,えいれい,eirei,普通名詞,人,政治,juman
鋭利,えいり,eiri,ナ形容詞,,,juman
英才,えいさい,eisai,普通名詞,抽象物,教育・学習,juman
衛星,えいせい,eisei,普通名詞,自然物,科学・技術,juman
映写,えいしゃ,eisha,サ変名詞,抽象物,文化・芸術,juman
英和,えいわ,eiwa,普通名詞,抽象物,教育・学習,juman
栄養,えいよう,eiyo,普通名詞,抽象物,健康・医学;料理・食事,juman
栄養素,えいようそ,eiyoso,普通名詞,抽象物,健康・医学;料理・食事,juman
英雄,えいゆう,eiyu,普通名詞,人,,juman
映像,えいぞう,eizo,普通名詞,抽象物,文化・芸術;メディア,juman
永続,えいぞく,eizoku,サ変名詞,時間,,juman
絵描き,えかき,ekaki,普通名詞,人,文化・芸術,juman
駅,えき,eki,普通名詞,場所-施設,交通,manual
駅弁,えきべん,ekiben,普通名詞,人工物-食べ物,料理・食事;交通,juman
益鳥,えきちょう,ekicho,普通名詞,動物,,juman
益虫,えきちゅう,ekichu,普通名詞,動物,,juman
駅伝,えきでん,ekiden,普通名詞,抽象物,スポーツ,juman
役牛,えきぎゅう,ekigyu,普通名詞,動物,,juman
駅員,えきいん,ekiin,普通名詞,人,交通,juman
駅前,えきまえ,ekimae,普通名詞,場所-その他,,juman
駅名,えきめい,ekimei,普通名詞,抽象物,交通,juman
駅務,えきむ,ekimu,普通名詞,抽象物,交通,juman
易者,えきしゃ,ekisha,普通名詞,人,文化・芸術,juman
液晶,えきしょう,ekisho,普通名詞,人工物-その他,科学・技術,juman
駅手,えきしゅ,ekishu,普通名詞,人,交通,juman
液体,えきたい,ekitai,普通名詞,自然物,,juman
駅頭,えきとう,ekito,普通名詞,場所-施設部位,交通,juman
回向,えこう,eko,サ変名詞,抽象物,文化・芸術,juman
えこひいき,えこひいき,ekohiiki,サ変名詞,抽象物,,juman
靨,えくぼ,ekubo,普通名詞,動物-部位,,juman
絵馬,えま,ema,普通名詞,人工物-その他,文化・芸術;家庭・暮らし,juman
絵巻,えまき,emaki,普通名詞,抽象物,文化・芸術,juman
絵巻物,えまきもの,emakimono,普通名詞,人工物-その他;抽象物,文化・芸術,juman
笑み,えみ,emi,普通名詞,抽象物,,juman
衣紋掛,えもんかけ,emonkake,普通名詞,人工物-その他,家庭・暮らし,juman
獲物,えもの,emono,普通名詞,動物,,juman
円盤,えんばん,enban,普通名詞,人工物-その他,,juman
燕尾服,えんびふく,enbifuku,普通名詞,人工物-衣類,家庭・暮らし,juman
演舞,えんぶ,enbu,サ変名詞,抽象物,文化・芸術,juman
園長,えんちょう,encho,普通名詞,人,レクリエーション;教育・学習,juman
鉛直,えんちょく,enchoku,ナ形容詞,,,juman
円柱,えんちゅう,enchu,普通名詞,人工物-その他,,juman
縁台,えんだい,endai,普通名詞,人工物-その他,家庭・暮らし,juman
演壇,えんだん,endan,普通名詞,人工物-その他,教育・学習;政治,juman
塩田,えんでん,enden,普通名詞,場所-その他,,juman
豌豆,えんどう,endo,普通名詞,植物,料理・食事,juman
遠泳,えんえい,enei,サ変名詞,抽象物,スポーツ,juman
沿岸,えんがん,engan,普通名詞,場所-自然,,juman
縁側,えんがわ,engawa,普通名詞,場所-施設部位,家庭・暮らし,juman
園芸,えんげい,engei,普通名詞,抽象物,文化・芸術,juman
演劇,えんげき,engeki,普通名詞,抽象物,文化・芸術,juman
縁起,えんぎ,engi,普通名詞,抽象物,文化・芸術,juman
縁起物,えんぎもの,engimono,普通名詞,人工物-その他,文化・芸術,juman
縁組み,えんぐみ,engumi,サ変名詞,抽象物,家庭・暮らし,juman
援軍,えんぐん,engun,普通名詞,組織・団体,政治,juman
演者,えんじゃ,enja,普通名詞,人,文化・芸術,juman
園児,えんじ,enji,普通名詞,人,教育・学習,juman
円陣,えんじん,enjin,普通名詞,形・模様,,juman
演歌,えんか,enka,普通名詞,抽象物,文化・芸術,juman
沿海,えんかい,enkai,普通名詞,場所-自然,,juman
円滑,えんかつ,enkatsu,ナ形容詞,,,juman
円形,えんけい,enkei,普通名詞,形・模様,,juman
塩基,えんき,enki,普通名詞,自然物,科学・技術,juman
閻魔,えんま,enma,普通名詞,人,文化・芸術,juman
煙幕,えんまく,enmaku,普通名詞,人工物-その他,,juman
円満,えんまん,enman,ナ形容詞,,,juman
演目,えんもく,enmoku,普通名詞,抽象物,文化・芸術,juman
縁日,えんにち,ennichi,普通名詞,時間,文化・芸術;レクリエーション,juman
縁の下,えんのした,ennoshita,普通名詞,場所-施設部位;抽象物,,juman
延繞,えんにょう,ennyo,普通名詞,抽象物,教育・学習,juman
絵の具,えのぐ,enogu,普通名詞,人工物-その他,文化・芸術;教育・学習,juman
鉛筆,えんぴつ,enpitsu,普通名詞,人工物-その他,,juman
遠方,えんぽう,enpo,普通名詞,場所-機能,,juman
艶麗,えんれい,enrei,ナ形容詞,,,juman
遠路,えんろ,enro,普通名詞,抽象物,交通,juman
縁先,えんさき,ensaki,普通名詞,場所-施設部位,家庭・暮らし,juman
塩酸,えんさん,ensan,普通名詞,自然物,,juman
遠征,えんせい,ensei,サ変名詞,抽象物,スポーツ,juman
宴席,えんせき,enseki,普通名詞,場所-その他,レクリエーション;料理・食事,juman
沿線,えんせん,ensen,普通名詞,場所-その他,交通,juman
園舎,えんしゃ,ensha,普通名詞,場所-施設,教育・学習,juman
円周,えんしゅう,enshu,普通名詞,形・模様,,juman
演出,えんしゅつ,enshutsu,サ変名詞,抽象物,文化・芸術,juman
塩素,えんそ,enso,普通名詞,自然物,,juman
遠足,えんそく,ensoku,サ変名詞,抽象物,レクリエーション;教育・学習,juman
円錐,えんすい,ensui,普通名詞,形・模様,,juman
円卓,えんたく,entaku,普通名詞,人工物-その他,家庭・暮らし;料理・食事,juman
円筒,えんとう,ento,普通名詞,人工物-その他,,juman
煙突,えんとつ,entotsu,普通名詞,場所-施設部位,,juman
縁続き,えんつづき,entsuzuki,普通名詞,抽象物,,juman
遠洋,えんよう,enyo,普通名詞,場所-その他,,juman
園遊会,えんゆうかい,enyukai,普通名詞,抽象物,レクリエーション,juman
演算,えんざん,enzan,サ変名詞,抽象物,教育・学習,juman
延髄,えんずい,enzui,普通名詞,動物-部位,健康・医学,juman
えら,えら,era,普通名詞,動物-部位,,juman
選ぶ,えらぶ,erabu,動詞,,,juman
偉い,えらい,erai,イ形容詞,,,juman
襟,えり,eri,普通名詞,人工物-その他,,juman
選り取り,えりどり,eridori,普通名詞,抽象物,,juman
選り好み,えりごのみ,erigonomi,サ変名詞,抽象物,,juman
襟ぐり,えりぐり,eriguri,普通名詞,人工物-その他,,juman
襟首,えりくび,erikubi,普通名詞,動物-部位,,juman
襟巻き,えりまき,erimaki,普通名詞,人工物-衣類,家庭・暮らし,juman
選りすぐる,えりすぐる,erisuguru,動詞,,,juman
選る,える,eru,動詞,,,juman
餌,えさ,esa,普通名詞,人工物-食べ物,,juman
絵師,えし,eshi,普通名詞,抽象物,文化・芸術,juman
得手,えて,ete,ナ形容詞,,,juman
干支,えと,eto,普通名詞,場所-機能;時間,,juman
絵図,えず,ezu,普通名詞,人工物-その他;抽象物,文化・芸術,juman
餌付け,えづけ,ezuke,サ変名詞,抽象物,,juman
風合い,ふうあい,fuai,普通名詞,抽象物,,juman
不安,ふあん,fuan,ナ形容詞,,,juman
不払い,ふばらい,fubarai,普通名詞,抽象物,,juman
不便,ふべん,fuben,ナ形容詞,,,juman
不備,ふび,fubi,ナ形容詞,,,juman
不憫,ふびん,fubin,ナ形容詞,,,juman
父母,ふぼ,fubo,普通名詞,人,家庭・暮らし,juman
吹雪,ふぶき,fubuki,普通名詞,抽象物,,manual
風物詩,ふうぶつし,fubutsushi,普通名詞,抽象物,文化・芸術,juman
淵,ふち,fuchi,普通名詞,場所-自然,,juman
婦長,ふちょう,fucho,普通名詞,人,健康・医学,juman
札,ふだ,fuda,普通名詞,人工物-その他,,juman
普段,ふだん,fudan,普通名詞,時間,,juman
普段着,ふだんぎ,fudangi,普通名詞,人工物-衣類,家庭・暮らし,juman
札所,ふだしょ,fudasho,普通名詞,場所-施設,文化・芸術,juman
筆,ふで,fude,普通名詞,人工物-その他,文化・芸術,juman
筆箱,ふでばこ,fudebako,普通名詞,人工物-その他,家庭・暮らし;教育・学習,juman
筆遣い,ふでづかい,fudezukai,普通名詞,抽象物,文化・芸術,juman
不同,ふどう,fudo,ナ形容詞,,,juman
不動産,ふどうさん,fudosan,普通名詞,人工物-金銭,家庭・暮らし,juman
笛,ふえ,fue,普通名詞,人工物-その他,文化・芸術,juman
笛吹き,ふえふき,fuefuki,普通名詞,人,文化・芸術,juman
増える,ふえる,fueru,動詞,,,juman
夫婦,ふうふ,fufu,普通名詞,組織・団体,家庭・暮らし,juman
不服,ふふく,fufuku,ナ形容詞,,,juman
ふがいない,ふがいない,fugainai,イ形容詞,,,juman
風変わり,ふうがわり,fugawari,ナ形容詞,,,juman
風月,ふうげつ,fugetsu,普通名詞,抽象物,文化・芸術,juman
府議,ふぎ,fugi,普通名詞,人,政治,juman
富豪,ふごう,fugo,普通名詞,人,,juman
河豚,ふぐ,fugu,普通名詞,動物;人工物-食べ物,料理・食事,juman
不変,ふへん,fuhen,ナ形容詞,,,juman
訃報,ふほう,fuho,普通名詞,抽象物,家庭・暮らし;メディア,juman
不意,ふい,fui,ナ形容詞,,,juman
鞴,ふいご,fuigo,普通名詞,人工物-その他,,juman
封印,ふういん,fuin,サ変名詞,人工物-その他;抽象物,,juman
不意打ち,ふいうち,fuiuchi,サ変名詞,抽象物,,juman
藤,ふじ,fuji,普通名詞,植物,,juman
藤袴,ふじばかま,fujibakama,普通名詞,植物,,juman
不時着,ふじちゃく,fujichaku,サ変名詞,抽象物,交通,juman
風神,ふうじん,fujin,普通名詞,人,文化・芸術,juman
封じ手,ふうじて,fujite,普通名詞,抽象物,レクリエーション;スポーツ,juman
富士壷,ふじつぼ,fujitsubo,普通名詞,動物,,juman
婦女,ふじょ,fujo,普通名詞,人,,juman
婦女子,ふじょし,fujoshi,普通名詞,人,,juman
不純,ふじゅん,fujun,ナ形容詞,,,juman
鱶,ふか,fuka,普通名詞,動物,,juman
深井,ふかい,fukai,普通名詞,場所-施設,,juman
深入り,ふかいり,fukairi,サ変名詞,抽象物,,juman
不覚,ふかく,fukaku,ナ形容詞,,,juman
深追い,ふかおい,fukaoi,サ変名詞,抽象物,,juman
雲脂,ふけ,fuke,普通名詞,動物-部位,健康・医学,juman
婦警,ふけい,fukei,普通名詞,人,,juman
府県,ふけん,fuken,普通名詞,組織・団体;場所-その他,政治,juman
耽る,ふける,fukeru,動詞,,,juman
不潔,ふけつ,fuketsu,ナ形容詞,,,juman
蕗,ふき,fuki,普通名詞,植物;人工物-食べ物,料理・食事,juman
吹き溜まり,ふきだまり,fukidamari,普通名詞,場所-その他,,juman
吹き出物,ふきでもの,fukidemono,普通名詞,動物,健康・医学,juman
布巾,ふきん,fukin,普通名詞,人工物-その他,料理・食事,juman
吹き流し,ふきながし,fukinagashi,普通名詞,人工物-その他,,juman
吹き曝し,ふきさらし,fukisarashi,普通名詞,抽象物,,juman
吹きっさらし,ふきっさらし,fukissarashi,普通名詞,抽象物,,juman
不吉,ふきつ,fukitsu,ナ形容詞,,,juman
復活,ふっかつ,fukkatsu,サ変名詞,抽象物,,manual
腹筋,ふっきん,fukkin,普通名詞,動物-部位,スポーツ;健康・医学,juman
腹腔,ふっこう,fukko,普通名詞,動物-部位,健康・医学,juman
不幸,ふこう,fuko,ナ形容詞,,,juman
服,ふく,fuku,普通名詞,人工物-衣類,家庭・暮らし,juman
福引き,ふくびき,fukubiki,普通名詞,人工物-その他,レクリエーション,juman
腹部,ふくぶ,fukubu,普通名詞,動物-部位,,juman
福袋,ふくぶくろ,fukubukuro,普通名詞,人工物-その他,家庭・暮らし,juman
複文,ふくぶん,fukubun,普通名詞,抽象物,教育・学習,juman
副題,ふくだい,fukudai,普通名詞,抽象物,文化・芸術;科学・技術,juman
副読本,ふくどくほん,fukudokuhon,普通名詞,人工物-その他;抽象物,教育・学習,juman
複々線,ふくふくせん,fukufukusen,普通名詞,場所-施設,交通,juman
復学,ふくがく,fukugaku,サ変名詞,抽象物,教育・学習,juman
腹背,ふくはい,fukuhai,普通名詞,場所-その他;抽象物,,juman
腹壁,ふくへき,fukuheki,普通名詞,動物-部位,健康・医学,juman
副本,ふくほん,fukuhon,普通名詞,人工物-その他,,juman
福音,ふくいん,fukuin,普通名詞,抽象物,文化・芸術,juman
服地,ふくじ,fukuji,普通名詞,人工物-その他,家庭・暮らし,juman
福神漬け,ふくじんづけ,fukujinzuke,普通名詞,人工物-食べ物,料理・食事,juman
福寿草,ふくじゅそう,fukujuso,普通名詞,植物,,juman
含む,ふくむ,fukumu,動詞,,,juman
脹ら脛,ふくらはぎ,fukurahagi,普通名詞,動物-部位,,juman
膨らめる,ふくらめる,fukurameru,動詞,,,juman
膨らむ,ふくらむ,fukuramu,動詞,,,juman
膨れる,ふくれる,fukureru,動詞,,,juman
梟,ふくろう,fukuro,普通名詞,動物,,juman
袋叩き,ふくろだたき,fukurodataki,普通名詞,抽象物,,juman
袋小路,ふくろこうじ,fukurokoji,普通名詞,場所-その他,,juman
伏流水,ふくりゅうすい,fukuryusui,普通名詞,自然物,,juman
複線,ふくせん,fukusen,普通名詞,抽象物;色,交通,juman
伏射,ふくしゃ,fukusha,サ変名詞,抽象物,スポーツ,juman
副詞,ふくし,fukushi,普通名詞,抽象物,教育・学習,juman
腹心,ふくしん,fukushin,普通名詞,人,,juman
副将,ふくしょう,fukusho,普通名詞,人,スポーツ,juman
副食,ふくしょく,fukushoku,普通名詞,人工物-食べ物,料理・食事,juman
復習,ふくしゅう,fukushu,サ変名詞,抽象物,教育・学習,juman
腹水,ふくすい,fukusui,普通名詞,自然物,健康・医学,juman
不屈,ふくつ,fukutsu,ナ形容詞,,,juman
腹話術,ふくわじゅつ,fukuwajutsu,普通名詞,抽象物,文化・芸術,juman
複葉,ふくよう,fukuyo,普通名詞,植物-部位,,juman
ふくよか,ふくよか,fukuyoka,ナ形容詞,,,juman
複雑,ふくざつ,fukuzatsu,ナ形容詞,,,juman
布教,ふきょう,fukyo,サ変名詞,抽象物,文化・芸術,juman
踏まえる,ふまえる,fumaeru,動詞,,,juman
不満,ふまん,fuman,ナ形容詞,,,juman
不明,ふめい,fumei,ナ形容詞,,,juman
譜面,ふめん,fumen,普通名詞,人工物-その他,文化・芸術,juman
不滅,ふめつ,fumetsu,ナ形容詞,,,juman
風味,ふうみ,fumi,普通名詞,抽象物,料理・食事,juman
踏み場,ふみば,fumiba,普通名詞,場所-その他,,juman
踏み台,ふみだい,fumidai,普通名詞,人工物-その他,,juman
踏み絵,ふみえ,fumie,普通名詞,抽象物,,juman
踏み石,ふみいし,fumiishi,普通名詞,自然物,,juman
